undefinedundefinedDate,Fermenter Sample ID,Fermenter Sample %Solids,Fermenter Sample HPLC Ethanol
2014-05-02 20:50,DROP,13.85,13
2014-05-02 21:10,10H,30.43,2.3
2014-05-03 0:40,Fill,33.6,0.24
2014-05-03 0:45,YP,20.85,1.79
2014-05-03 5:05,18H,25.05,6.12
2014-05-03 5:10,45H,13.86,12.59
2014-05-03 5:50,32H,17.57,10.54
2014-05-03 10:15,DROP,13.43,13.05
2014-05-03 10:25,10H,31.62,1.67
2014-05-03 14:00,Fill,33.06,0.22
2014-05-03 14:10,YP,21.43,1.53
2014-05-03 18:45,18H,24.46,6.36
2014-05-03 18:50,45H,13.02,12.78
2014-05-03 19:10,32H,18.21,10.32
2014-05-03 23:45,DROP,13.13,13.2
2014-05-04 0:05,10H,30.73,1.92
2014-05-04 3:40,Fill,33.78,0.28
2014-05-04 3:45,YP,22.31,1.59
2014-05-04 7:45,18H,25.45,6.02
2014-05-04 7:50,45H,14.23,12.49
2014-05-04 8:40,32H,18.61,10.44
2014-05-04 13:15,DROP,14.23,12.94
2014-05-04 13:45,10H,31.44,2.08
2014-05-04 16:40,Fill,33.7,0.26
2014-05-04 16:40,Fill,33.7,0.26
2014-05-04 17:15,YP,21.9,1.41
2014-05-04 21:40,18H,24.17,6.27
2014-05-04 21:45,45H,14.79,12.61
2014-05-04 22:05,32H,18.48,10.3
2014-05-05 2:40,DROP,13.92,13.04
2014-05-05 3:20,10H,31.14,2.22
2014-05-05 6:40,YP,21.26,1.8
2014-05-05 6:45,Fill,34.17,0.24
2014-05-05 11:05,45H,14.08,12.6
2014-05-05 11:15,18H,24.87,6.43
2014-05-05 11:45,32H,17.64,10.61
2014-05-05 16:40,10H,30.92,1.99
2014-05-05 16:45,DROP,13.91,13.08
2014-05-05 20:05,Fill,26.53,0.56
2014-05-05 20:10,YP,21.03,1.68
2014-05-06 0:40,45H,14.57,12.83
2014-05-06 0:45,18H,23.44,6.5
2014-05-06 1:10,32H,18.01,10.6
2014-05-06 6:05,10H,10,6.19
2014-05-06 6:45,Extra,13.63,13.32
2014-05-06 14:15,45H,14.05,12.82
2014-05-06 14:40,32H,16.94,10.82
2014-05-06 15:45,Extra,12.46,13.91
2014-05-06 20:00,Extra,12.1,14.01
2014-05-06 20:15,DROP,13.07,13.35
2014-05-07 4:05,45H,12.75,13.08
2014-05-07 5:15,Extra,12.34,13.76
2014-05-07 7:05,Extra,12.31,13.37
2014-05-07 7:10,Extra,12.72,13.86
2014-05-08 0:15,Extra,18.69,13.8
2014-05-09 8:00,Fill,18.9,0.52
2014-05-09 16:40,10H,22.98,1.07
2014-05-09 22:45,DROP,11.29,14.14
2014-05-10 0:40,18H,20,4.06
2014-05-10 3:05,YP,17.57,1.54
2014-05-10 3:10,Fill,30.75,0.12
2014-05-10 13:15,10H,26.86,2.72
2014-05-10 15:40,32H,10,10.43
2014-05-10 17:50,YP,19.14,1.87
2014-05-10 17:55,Fill,32.2,0.15
2014-05-10 21:00,18H,19.54,6.74
2014-05-11 3:25,DROP,10.91,13.6
2014-05-11 3:40,45H,10,10.74
2014-05-11 3:45,10H,28.29,2.58
2014-05-11 7:00,Fill,32.49,0.26
2014-05-11 7:55,YP,20.75,1.99
2014-05-11 11:00,32H,15.02,11.24
2014-05-11 11:50,18H,22.14,6.52
2014-05-11 16:10,DROP,10,10.82
2014-05-11 17:50,10H,28.3,2.54
2014-05-11 21:35,YP,21.36,1.68
2014-05-11 21:45,YP,21.36,1.68
2014-05-11 21:50,Fill,32.72,0.02
2014-05-12 0:00,45H,11.74,12.16
2014-05-12 1:45,32H,15.81,10.75
2014-05-12 1:50,18H,21.88,6.61
2014-05-12 6:50,DROP,11.17,12.31
2014-05-12 7:50,10H,29,2.26
2014-05-12 11:00,YP,20.66,1.64
2014-05-12 11:05,Fill,31.33,0.23
2014-05-12 14:45,45H,11.74,12.78
2014-05-12 15:40,18H,22.09,6.73
2014-05-12 15:50,32H,14.66,11.09
2014-05-12 20:35,DROP,11.81,12.91
2014-05-12 21:30,10H,27.99,2.2
2014-05-13 0:55,YP,21.2,1.26
2014-05-13 1:00,Fill,32.68,0.21
2014-05-13 5:10,45H,12.8,12.79
2014-05-13 5:30,18H,21.98,6.53
2014-05-13 5:40,32H,15.14,11.03
2014-05-13 10:15,DROP,11.67,12.87
2014-05-13 10:55,10H,29.23,2.1
2014-05-13 14:00,Fill,33.02,0.15
2014-05-13 14:25,YP,21.11,1.63
2014-05-13 18:35,45H,11.69,12.86
2014-05-13 19:00,18H,22.55,6.41
2014-05-13 20:00,32H,14.69,11.22
2014-05-13 23:55,DROP,11.03,12.93
2014-05-14 0:25,10H,27.72,2.22
2014-05-14 3:55,Fill,33.39,0.16
2014-05-14 4:00,YP,21.36,1.48
2014-05-14 8:40,18H,23.45,6.63
2014-05-14 8:45,45H,12.26,13.05
2014-05-14 8:50,32H,17.42,10.76
2014-05-14 14:15,10H,27.66,3.42
2014-05-14 18:40,DROP,11.38,13.14
2014-05-14 21:50,18H,23.65,5.1
2014-05-14 21:55,45H,12.69,13.07
2014-05-14 22:25,32H,15.45,10.94
2014-05-14 22:35,YP,19.19,9.49
2014-05-14 22:40,Fill,32.68,0.49
2014-05-15 8:10,DROP,11.17,13.5
2014-05-15 8:25,10H,33.12,2.53
2014-05-15 11:45,45H,12.04,13.14
2014-05-15 12:05,32H,16.72,9.86
2014-05-15 12:10,YP,19.95,1.89
2014-05-15 12:15,Fill,33.58,0.36
2014-05-15 16:35,18H,23.14,6.5
2014-05-15 21:35,DROP,12.68,13.28
2014-05-15 22:15,10H,30.99,2.27
2014-05-16 1:00,45H,11.79,12.37
2014-05-16 1:40,YP,22.88,1.55
2014-05-16 1:45,Fill,33.33,0.29
2014-05-16 6:15,18H,26.18,6.03
2014-05-16 7:35,32H,16.76,10.87
2014-05-16 11:00,DROP,11.17,13.11
2014-05-16 11:40,10H,30.4,1.85
2014-05-16 15:05,YP,21.51,1.72
2014-05-16 15:10,Fill,32.94,0.32
2014-05-16 19:35,45H,12.68,13.02
2014-05-16 19:40,18H,23.77,5.98
2014-05-16 20:15,32H,18.82,10.27
2014-05-17 1:05,10H,31.32,2
2014-05-17 1:10,DROP,12.02,13.54
2014-05-17 5:10,Fill,32.76,0.25
2014-05-17 5:15,YP,22.11,1.86
2014-05-17 9:00,18H,23.54,6.23
2014-05-17 9:15,45H,14.5,12.7
2014-05-17 9:15,45H,14.5,12.7
2014-05-17 9:15,45H,14.5,12.7
2014-05-17 9:15,45H,14.5,12.7
2014-05-17 9:15,45H,14.5,12.7
2014-05-17 9:15,45H,14.5,12.7
2014-05-17 9:15,45H,14.5,12.7
2014-05-17 9:15,45H,14.5,12.7
2014-05-17 9:40,32H,16.28,10.72
2014-05-17 14:45,DROP,13.45,13.31
2014-05-17 15:15,10H,29.75,2.31
2014-05-17 18:50,Fill,33.98,0.46
2014-05-17 18:55,YP,21.24,1.95
2014-05-17 22:40,45H,13.16,13.03
2014-05-17 23:05,32H,17.76,10.64
2014-05-17 23:15,18H,24.7,6.17
2014-05-18 3:55,DROP,12.12,13.43
2014-05-18 4:55,10H,31.13,2.08
2014-05-18 8:15,YP,22.51,1.73
2014-05-18 8:20,Fill,33.58,0.31
2014-05-18 12:05,45H,13.37,12.97
2014-05-18 12:40,18H,25.15,5.99
2014-05-18 12:45,18H,25.15,5.99
2014-05-18 13:15,32H,16.18,10.63
2014-05-18 17:25,DROP,12.54,13.49
2014-05-18 18:00,10H,30.91,1.68
2014-05-18 21:20,Fill,33.35,0.2
2014-05-18 21:30,YP,22.61,1.76
2014-05-19 2:10,18H,25.19,6.01
2014-05-19 2:15,45H,13.96,12.96
2014-05-19 2:45,32H,19.84,10.12
2014-05-19 7:10,DROP,11.89,13.39
2014-05-19 7:50,10H,31.2,2.05
2014-05-19 11:05,YP,22.58,1.67
2014-05-19 11:10,Fill,32.28,0.2
2014-05-19 15:45,18H,24.5,6.13
2014-05-19 15:55,45H,14.77,12.52
2014-05-19 16:05,32H,18.15,10.39
2014-05-19 21:00,10H,29.35,2.24
2014-05-19 21:05,DROP,14.64,13.09
2014-05-20 1:05,YP,21.41,2.21
2014-05-20 1:10,Fill,33.17,0.29
2014-05-20 5:00,18H,23.49,6.19
2014-05-20 5:10,45H,14.45,12.69
2014-05-20 5:45,32H,18.76,10.5
2014-05-20 10:30,DROP,12.85,13.26
2014-05-20 11:05,10H,30.56,2.6
2014-05-20 14:30,Fill,32.69,0.32
2014-05-20 14:35,YP,21.76,1.77
2014-05-20 18:45,45H,13.05,13
2014-05-20 19:00,32H,16.58,10.72
2014-05-20 19:05,18H,24.33,6.17
2014-05-20 23:45,DROP,13.08,13.4
2014-05-21 0:35,10H,31.11,1.88
2014-05-21 3:50,YP,21.9,1.63
2014-05-21 3:55,Fill,33.32,0.4
2014-05-21 8:15,45H,12.4,13.05
2014-05-21 8:40,18H,25.92,5.77
2014-05-21 8:45,32H,18.41,10.12
2014-05-21 11:35,45H,17.68,10.18
2014-05-21 13:10,DROP,11.46,13.29
2014-05-21 13:50,10H,30.4,1.83
2014-05-21 17:15,YP,19.73,1.84
2014-05-21 17:20,Fill,32.07,0.3
2014-05-21 21:50,18H,24,5.8
2014-05-21 22:05,45H,13.72,12.54
2014-05-21 22:35,32H,17.68,10.18
2014-05-22 2:30,DROP,13.22,12.89
2014-05-22 3:15,10H,30.7,1.94
2014-05-22 6:30,YP,22.59,1.77
2014-05-22 6:35,Fill,34,0.37
2014-05-22 11:15,18H,24.87,6.02
2014-05-22 11:30,32H,17.14,10.28
2014-05-22 11:35,45H,14.33,12.4
2014-05-22 16:05,DROP,12.6,12.93
2014-05-22 16:10,10H,29.82,2.48
2014-05-22 22:15,YP,21.99,1.22
2014-05-22 22:20,Fill,33.7,0.36
2014-05-23 0:30,18H,25.37,5.47
2014-05-23 0:50,45H,12.97,12.61
2014-05-23 1:15,32H,17.36,10.36
2014-05-23 5:25,DROP,11.86,12.99
2014-05-23 8:30,10H,31.83,1.9
2014-05-23 11:20,YP,21.75,1.93
2014-05-23 11:25,Fill,33.91,0.39
2014-05-23 14:15,45H,14.75,12.63
2014-05-23 14:30,32H,19.43,9.67
2014-05-23 16:20,18H,25.7,5.63
2014-05-23 19:05,DROP,12.59,13.01
2014-05-23 21:20,10H,31.08,2.01
2014-05-24 0:10,Fill,34.02,0.27
2014-05-24 0:20,YP,21.93,1.61
2014-05-24 3:25,45H,15.69,12
2014-05-24 5:20,18H,25.73,6.02
2014-05-24 6:20,32H,19.48,9.74
2014-05-24 8:45,DROP,14.29,12.49
2014-05-24 10:10,10H,30.93,1.99
2014-05-24 13:25,YP,21.68,1.81
2014-05-24 13:30,Fill,34.07,0.35
2014-05-24 18:10,18H,25.69,5.84
2014-05-24 19:10,32H,17.72,10.23
2014-05-24 19:20,45H,15.23,12.06
2014-05-24 22:30,DROP,15.34,12.45
2014-05-24 23:20,10H,30.97,2.26
2014-05-25 2:30,Fill,33.78,0.41
2014-05-25 2:35,YP,23.07,1.73
2014-05-25 7:35,18H,26.38,5.85
2014-05-25 8:40,32H,19.43,10.25
2014-05-25 8:45,45H,15.07,12.51
2014-05-25 11:30,DROP,14.71,12.83
2014-05-25 12:30,10H,31.06,1.85
2014-05-25 15:40,Fill,34.24,0.35
2014-05-25 15:45,YP,22.81,1.5
2014-05-25 20:30,18H,26.02,6.01
2014-05-25 21:05,45H,16.22,12.68
2014-05-25 21:20,32H,20.45,9.71
2014-05-26 1:10,DROP,14.32,12.68
2014-05-26 1:45,10H,31.77,1.75
2014-05-26 5:00,YP,23.29,1.72
2014-05-26 5:10,Fill,34.25,0.29
2014-05-26 9:40,18H,25.19,5.85
2014-05-26 10:25,32H,19.48,10.03
2014-05-26 10:35,45H,15.57,11.95
2014-05-26 14:40,DROP,15.07,12.49
2014-05-26 15:05,10H,30.01,2.22
2014-05-26 18:00,Fill,32.79,0.23
2014-05-26 18:25,YP,21.7,1.83
2014-05-26 23:20,18H,24.49,6.25
2014-05-26 23:25,45H,15.86,12.45
2014-05-26 23:40,32H,19,10.09
2014-05-27 3:55,DROP,14.89,12.95
2014-05-27 4:10,10H,29.9,2.19
2014-05-27 4:35,10H,29.9,2.19
2014-05-27 7:40,Fill,32.9,0.22
2014-05-27 7:50,YP,20.67,1.65
2014-05-27 12:20,18H,24.16,5.96
2014-05-27 12:30,45H,14.3,12.48
2014-05-27 13:05,32H,16.87,10.36
2014-05-27 17:35,DROP,14.25,13.09
2014-05-27 17:50,10H,31.13,1.88
2014-05-27 21:00,Fill,33.27,0.25
2014-05-27 21:20,YP,21.77,1.88
2014-05-28 2:00,18H,24.23,6.28
2014-05-28 2:05,45H,13.76,12.85
2014-05-28 2:30,32H,18.17,10.28
2014-05-28 6:55,DROP,12.47,13.31
2014-05-28 7:20,10H,30.45,2.08
2014-05-28 10:50,Fill,33.12,0.23
2014-05-28 10:55,YP,20.78,1.89
2014-05-28 15:20,18H,24.33,6.13
2014-05-28 15:35,45H,13.73,12.65
2014-05-28 15:50,32H,16.67,10.78
2014-05-28 20:05,DROP,12.76,13.11
2014-05-28 20:55,10H,29.27,2.2
2014-05-29 0:00,YP,20.53,1.8
2014-05-29 0:05,Fill,32.33,0.21
2014-05-29 4:50,45H,13.31,13.15
2014-05-29 4:55,18H,22.58,6.46
2014-05-29 5:30,32H,16.96,10.67
2014-05-29 9:20,DROP,12.73,13.47
2014-05-29 10:10,10H,29.41,2.34
2014-05-29 13:30,Fill,32.92,0.22
2014-05-29 13:40,YP,21.12,1.95
2014-05-29 17:50,18H,23.41,6.34
2014-05-29 18:35,45H,12.45,13.22
2014-05-29 18:55,32H,15.13,11.44
2014-05-29 23:05,DROP,11.67,13.34
2014-05-29 23:30,10H,29.61,2.33
2014-05-30 3:00,Fill,33.13,0.21
2014-05-30 3:05,YP,21.17,1.77
2014-05-30 7:25,18H,23.65,6.46
2014-05-30 7:55,45H,11.64,13.07
2014-05-30 8:05,32H,16.37,10.88
2014-05-30 13:05,DROP,11.79,13.17
2014-05-30 13:15,10H,29.81,2.19
2014-05-30 17:00,YP,20.21,1.7
2014-05-30 17:05,Fill,31.98,0.22
2014-05-30 21:10,18H,22.98,6.56
2014-05-30 21:15,45H,11.17,13.14
2014-05-30 21:20,32H,15.67,10.98
2014-05-31 3:05,DROP,11.76,13.21
2014-05-31 3:15,10H,29.31,2.58
2014-05-31 7:00,YP,22.25,1.56
2014-05-31 7:05,Fill,33.02,0.24
2014-05-31 10:10,45H,12.14,13.21
2014-05-31 10:45,32H,16.09,10.84
2014-05-31 10:50,18H,23.47,6.5
2014-05-31 16:45,10H,29.65,2.35
2014-05-31 17:50,DROP,11.57,13.39
2014-05-31 23:00,YP,19.32,2.32
2014-06-01 0:10,45H,12.23,13.19
2014-06-01 1:00,18H,22.46,6.42
2014-06-01 1:05,32H,16.2,11.06
2014-06-01 2:15,Fill,32.24,0.45
2014-06-01 9:55,10H,29.39,2.31
2014-06-01 11:00,DROP,11.7,13.45
2014-06-01 13:40,45H,12.54,13.37
2014-06-01 13:45,Fill,33.69,0.22
2014-06-01 14:20,YP,20.79,1.89
2014-06-01 14:35,32H,16.55,10.84
2014-06-01 16:35,18H,24.27,6.11
2014-06-02 0:10,10H,29.93,2.46
2014-06-02 0:50,DROP,11.48,13.65
2014-06-02 4:20,45H,11.78,13.26
2014-06-02 4:40,YP,22.23,1.78
2014-06-02 4:45,Fill,33.47,0.24
2014-06-02 7:05,32H,15.01,10.91
2014-06-02 8:15,18H,23.69,6.52
2014-06-02 14:45,10H,29.08,2.39
2014-06-02 14:55,DROP,11.39,13.45
2014-06-02 18:40,Fill,33.58,0.21
2014-06-02 18:45,YP,20.56,1.86
2014-06-02 20:05,45H,11.87,13.39
2014-06-02 22:15,32H,17.3,11.1
2014-06-02 22:45,18H,23.89,6.51
2014-06-03 4:40,10H,29.6,2.54
2014-06-03 4:55,DROP,11.64,13.62
2014-06-03 8:40,YP,20.43,1.94
2014-06-03 8:45,Fill,33.15,0.17
2014-06-03 11:15,45H,10.52,13.48
2014-06-03 12:40,18H,23.31,6.7
2014-06-03 12:45,32H,16.68,10.55
2014-06-03 18:40,DROP,11.17,13.87
2014-06-03 18:45,10H,28.9,2.15
2014-06-03 22:40,Fill,32.99,0.21
2014-06-03 22:45,YP,20.49,1.94
2014-06-04 1:45,45H,12.75,12.82
2014-06-04 2:40,32H,16.95,10.7
2014-06-04 2:45,18H,23.36,6.6
2014-06-04 8:50,10H,28.87,2.64
2014-06-04 9:00,DROP,12.27,13.45
2014-06-04 12:45,YP,20.88,1.95
2014-06-04 15:45,45H,13.34,12.91
2014-06-04 16:30,18H,23.5,6.43
2014-06-04 16:40,32H,15.89,10.73
2014-06-04 21:33,DROP,11.23,13.55
2014-06-04 23:00,10H,30.69,2.22
2014-06-05 2:20,YP,20.98,1.75
2014-06-05 2:25,Fill,33.4,0.22
2014-06-05 5:45,45H,12.46,13.21
2014-06-05 6:30,32H,16.12,10.97
2014-06-05 6:35,18H,23.14,6.33
2014-06-05 12:30,10H,28.51,2.83
2014-06-05 12:55,DROP,12.02,13.57
2014-06-05 16:45,Fill,33.37,0.22
2014-06-05 16:50,YP,20.84,1.73
2014-06-05 19:25,45H,12.85,13.27
2014-06-05 20:05,18H,24,6.37
2014-06-05 20:40,32H,17.04,11.05
2014-06-06 2:40,10H,31.33,2.18
2014-06-06 2:45,DROP,11.8,13.59
2014-06-06 6:30,Fill,33.47,0.21
2014-06-06 6:45,YP,19.72,1.82
2014-06-06 9:45,45H,12.34,13.32
2014-06-06 10:15,32H,15.49,10.69
2014-06-06 10:45,18H,22.72,6.5
2014-06-06 14:55,DROP,10.78,13.69
2014-06-06 16:45,10H,28.35,2.11
2014-06-06 20:40,YP,21.82,1.6
2014-06-06 20:45,Fill,32.91,0.23
2014-06-06 23:25,45H,13.29,13.06
2014-06-07 0:45,18H,22.93,6.51
2014-06-07 0:55,32H,16.7,11.01
2014-06-07 6:40,10H,30.13,2.31
2014-06-07 6:45,DROP,11.45,13.61
2014-06-07 10:45,YP,21.17,2.04
2014-06-07 10:50,Fill,32.96,0.24
2014-06-07 14:00,45H,12.91,13.36
2014-06-07 14:40,18H,19.2,6.66
2014-06-07 14:45,32H,17.2,11.11
2014-06-07 20:40,DROP,11.8,13.61
2014-06-07 20:45,10H,29.92,2.39
2014-06-08 0:40,YP,22.34,1.2
2014-06-08 0:45,Fill,33.23,0.25
2014-06-08 3:45,45H,12.39,13.31
2014-06-08 4:40,32H,15.67,11.08
2014-06-08 4:45,18H,23.19,6.55
2014-06-08 10:20,DROP,11.89,13.71
2014-06-08 10:35,10H,30.4,1.83
2014-06-08 14:10,Fill,33.07,0.24
2014-06-08 14:15,Fill,33.07,0.24
2014-06-08 14:30,YP,21.34,1.67
2014-06-08 14:35,YP,21.34,1.67
2014-06-08 17:30,45H,12,13.27
2014-06-08 18:40,18H,23.87,6.49
2014-06-08 18:45,32H,16.02,10.74
2014-06-09 0:35,10H,29.15,2.35
2014-06-09 0:45,DROP,10.5,13.6
2014-06-09 4:35,Fill,32.61,0.24
2014-06-09 4:40,YP,21.53,1.69
2014-06-09 7:45,45H,12.35,13.08
2014-06-09 8:20,32H,15.73,10.97
2014-06-09 8:25,18H,23.6,6.47
2014-06-09 14:30,10H,30.75,2.33
2014-06-09 14:35,DROP,12.17,13.64
2014-06-09 18:30,Fill,33.21,0.26
2014-06-09 18:40,YP,21.89,1.3
2014-06-09 21:40,45H,13.06,13.25
2014-06-09 22:35,18H,24.2,6.43
2014-06-09 22:40,32H,16.42,11
2014-06-10 4:30,DROP,11.53,13.64
2014-06-10 4:35,10H,30.16,2.14
2014-06-10 7:45,Fill,33.32,0.33
2014-06-10 8:00,YP,22.05,1.6
2014-06-10 11:20,45H,13.05,13.25
2014-06-10 12:40,18H,24.18,6.53
2014-06-10 12:45,32H,17.08,10.89
2014-06-10 18:40,DROP,10.99,13.76
2014-06-10 21:45,10H,29.32,3.21
2014-06-10 22:30,Fill,33.66,0.28
2014-06-10 22:35,YP,20.83,1.77
2014-06-11 1:35,45H,12.93,13.1
2014-06-11 2:25,18H,23.68,6.63
2014-06-11 2:35,32H,17.59,10.96
2014-06-11 8:35,DROP,10.87,13.77
2014-06-11 8:40,10H,30.75,2.37
2014-06-11 12:30,Fill,33.79,0.23
2014-06-11 12:40,YP,21.02,2.05
2014-06-11 13:40,YP,21.02,2.05
2014-06-11 15:40,45H,13,13.21
2014-06-11 16:25,32H,16.6,11.11
2014-06-11 16:35,18H,16.6,6.36
2014-06-11 22:25,DROP,12.1,13.7
2014-06-11 22:30,10H,29.98,2.37
2014-06-12 2:15,Fill,32.82,0.23
2014-06-12 2:20,YP,21.63,1.58
2014-06-12 5:30,45H,13.21,13.43
2014-06-12 6:30,18H,23.28,6.7
2014-06-12 7:15,32H,16.69,10.85
2014-06-12 12:20,10H,29.6,2.4
2014-06-12 12:35,DROP,11.52,13.94
2014-06-12 16:20,Fill,33.77,0.22
2014-06-12 16:25,YP,20.93,1.8
2014-06-12 19:35,45H,13.74,13.07
2014-06-12 20:20,18H,23.76,6.57
2014-06-12 20:25,32H,17.13,11.17
2014-06-13 2:25,10H,29.74,2.18
2014-06-13 3:45,DROP,12.4,13.71
2014-06-13 7:30,Fill,33.29,0.29
2014-06-13 7:55,YP,20.94,1.65
2014-06-13 9:30,45H,13.23,13.28
2014-06-13 9:30,45H,13.23,13.28
2014-06-13 9:30,45H,13.23,13.28
2014-06-13 9:30,45H,13.23,13.28
2014-06-13 9:30,45H,13.23,13.28
2014-06-13 9:30,45H,13.23,13.28
2014-06-13 9:30,45H,13.23,13.28
2014-06-13 9:30,45H,13.23,13.28
2014-06-13 10:20,32H,16.56,10.68
2014-06-13 10:25,18H,22.91,6.33
2014-06-13 17:30,10H,29.72,2.4
2014-06-13 17:55,DROP,11.86,13.88
2014-06-13 21:55,YP,22.96,1.83
2014-06-13 22:00,Fill,33.11,0.41
2014-06-13 23:20,45H,13.87,12.87
2014-06-14 0:25,32H,16.85,10.6
2014-06-14 1:35,18H,24.62,6.54
2014-06-14 8:00,10H,29.57,2.55
2014-06-14 8:05,DROP,13.92,13.54
2014-06-14 11:50,Fill,33.6,0.3
2014-06-14 11:55,YP,22.16,1.53
2014-06-14 11:55,YP,22.16,1.53
2014-06-14 14:15,45H,12.33,13.01
2014-06-14 15:30,32H,17.63,10.64
2014-06-14 15:50,18H,23.69,6.49
2014-06-14 21:40,10H,30.54,2.12
2014-06-14 21:45,DROP,11.69,13.75
2014-06-15 1:30,Fill,32.72,0.34
2014-06-15 1:35,YP,21.39,1.67
2014-06-15 4:40,45H,14.59,12.85
2014-06-15 5:55,18H,24,6.27
2014-06-15 6:00,32H,17.42,10.79
2014-06-15 11:30,DROP,13.27,13.55
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 11:40,10H,30.65,1.95
2014-06-15 15:25,YP,22.04,1.75
2014-06-15 15:30,Fill,32.94,0.25
2014-06-15 18:50,45H,13.94,12.87
2014-06-15 19:30,18H,23.73,6.65
2014-06-15 19:55,32H,18.56,10.64
2014-06-16 1:00,DROP,12.07,13.54
2014-06-16 1:20,10H,30.43,2.01
2014-06-16 5:05,YP,21.82,1.53
2014-06-16 5:10,Fill,32.89,0.24
2014-06-16 9:00,45H,14.05,12.8
2014-06-16 9:20,18H,24.02,6.26
2014-06-16 9:30,32H,16.83,10.83
2014-06-16 14:15,DROP,13.4,13.28
2014-06-16 15:05,10H,31.62,2.09
2014-06-16 18:40,Fill,33.25,0.24
2014-06-16 18:45,YP,21.58,1.89
2014-06-16 22:30,45H,13.13,13.11
2014-06-16 23:05,18H,24.89,6.36
2014-06-16 23:20,32H,16.77,10.61
2014-06-17 4:40,10H,29.95,2.47
2014-06-17 4:45,DROP,10.85,13.62
2014-06-17 8:20,Fill,33.57,0.25
2014-06-17 8:25,YP,21.55,1.79
2014-06-17 12:30,45H,14.06,13.04
2014-06-17 12:50,18H,24.49,6.53
2014-06-17 13:20,32H,17.76,10.94
2014-06-17 18:25,DROP,11.06,13.59
2014-06-17 18:30,10H,30.52,1.94
2014-06-17 22:10,YP,21.39,1.78
2014-06-17 22:20,Fill,33.47,0.29
2014-06-18 2:05,45H,12.98,13.04
2014-06-18 2:25,18H,23.59,6.45
2014-06-18 2:45,32H,17.05,10.73
2014-06-18 8:10,10H,31.43,2.21
2014-06-18 8:45,DROP,12.38,13.62
2014-06-18 12:25,YP,21.49,1.82
2014-06-18 12:30,Fill,34.16,0.28
2014-06-18 15:55,45H,13.63,12.99
2014-06-18 16:00,18H,24.76,6.14
2014-06-18 16:30,32H,17.24,10.6
2014-06-18 22:20,DROP,11.89,13.49
2014-06-18 22:25,10H,29.5,2.27
2014-06-19 2:15,YP,21.19,1.96
2014-06-19 2:20,Fill,33.39,0.25
2014-06-19 5:25,45H,13.9,12.91
2014-06-19 5:55,32H,19.21,10.27
2014-06-19 6:15,18H,24.69,6.18
2014-06-19 12:10,DROP,12.26,13.51
2014-06-19 12:15,10H,31.13,2.24
2014-06-19 16:05,Fill,33.59,0.26
2014-06-19 16:10,YP,20.39,1.57
2014-06-19 19:10,45H,15.13,12.58
2014-06-19 20:15,18H,25.98,6.02
2014-06-19 20:25,32H,18.1,10.58
2014-06-20 1:25,DROP,13.5,13.23
2014-06-20 2:10,10H,30.71,2.13
2014-06-20 5:25,YP,21.87,1.47
2014-06-20 5:30,Fill,33.09,0.28
2014-06-20 9:25,45H,14.26,12.93
2014-06-20 10:10,18H,24.28,6.46
2014-06-20 10:15,32H,18.27,10.48
2014-06-20 15:30,10H,31.2,2.07
2014-06-20 15:35,DROP,12.92,13.39
2014-06-20 19:20,Fill,34.15,0.27
2014-06-20 19:30,YP,21.9,1.92
2014-06-20 23:20,45H,15.15,12.66
2014-06-20 23:25,18H,25.15,6.12
2014-06-21 0:05,32H,17.52,10.64
2014-06-21 5:20,DROP,13.33,13.19
2014-06-21 5:25,10H,30.89,2.16
2014-06-21 9:10,Fill,34.33,0.28
2014-06-21 9:15,YP,22.59,1.74
2014-06-21 13:10,45H,12.64,12.93
2014-06-21 13:25,18H,25.15,6.25
2014-06-21 13:30,32H,17.72,10.46
2014-06-21 19:10,10H,30.32,2.36
2014-06-21 19:20,DROP,13.07,13.41
2014-06-21 23:10,Fill,32.89,0.29
2014-06-21 23:15,YP,21.55,1.75
2014-06-22 2:30,45H,14.99,12.78
2014-06-22 3:10,18H,25.39,6.07
2014-06-22 3:25,32H,19.16,10.4
2014-06-22 8:50,DROP,13.33,13.31
2014-06-22 9:10,10H,30.96,1.98
2014-06-22 12:40,YP,22.14,1.56
